code	province	name	description
00070	Thành phố Hà Nội	Phường Hoàn Kiếm	Mã số: 00070
00073	Thành phố Hà Nội	Phường Cửa Nam	Mã số: 00073
00004	Thành phố Hà Nội	Phường Ba Đình	Mã số: 00004
00008	Thành phố Hà Nội	Phường Ngọc Hà	Mã số: 00008
00025	Thành phố Hà Nội	Phường Giảng Võ	Mã số: 00025
00256	Thành phố Hà Nội	Phường Hai Bà Trưng	Mã số: 00256
00283	Thành phố Hà Nội	Phường Vĩnh Tuy	Mã số: 00283
00277	Thành phố Hà Nội	Phường Bạch Mai	Mã số: 00277
00235	Thành phố Hà Nội	Phường Đống Đa	Mã số: 00235
00226	Thành phố Hà Nội	Phường Kim Liên	Mã số: 00226
00196	Thành phố Hà Nội	Phường Văn Miếu - Quốc Tử Giám	Mã số: 00196
00187	Thành phố Hà Nội	Phường Láng	Mã số: 00187
00190	Thành phố Hà Nội	Phường Ô Chợ Dừa	Mã số: 00190
00097	Thành phố Hà Nội	Phường Hồng Hà	Mã số: 00097
00328	Thành phố Hà Nội	Phường Lĩnh Nam	Mã số: 00328
00319	Thành phố Hà Nội	Phường Hoàng Mai	Mã số: 00319
00304	Thành phố Hà Nội	Phường Vĩnh Hưng	Mã số: 00304
00313	Thành phố Hà Nội	Phường Tương Mai	Mã số: 00313
00316	Thành phố Hà Nội	Phường Định Công	Mã số: 00316
00337	Thành phố Hà Nội	Phường Hoàng Liệt	Mã số: 00337
00331	Thành phố Hà Nội	Phường Yên Sở	Mã số: 00331
00367	Thành phố Hà Nội	Phường Thanh Xuân	Mã số: 00367
00364	Thành phố Hà Nội	Phường Khương Đình	Mã số: 00364
00352	Thành phố Hà Nội	Phường Phương Liệt	Mã số: 00352
00167	Thành phố Hà Nội	Phường Cầu Giấy	Mã số: 00167
00160	Thành phố Hà Nội	Phường Nghĩa Đô	Mã số: 00160
00175	Thành phố Hà Nội	Phường Yên Hòa	Mã số: 00175
00103	Thành phố Hà Nội	Phường Tây Hồ	Mã số: 00103
00091	Thành phố Hà Nội	Phường Phú Thượng	Mã số: 00091
00613	Thành phố Hà Nội	Phường Tây Tựu	Mã số: 00613
00619	Thành phố Hà Nội	Phường Phú Diễn	Mã số: 00619
00611	Thành phố Hà Nội	Phường Xuân Đỉnh	Mã số: 00611
00602	Thành phố Hà Nội	Phường Đông Ngạc	Mã số: 00602
00598	Thành phố Hà Nội	Phường Thượng Cát	Mã số: 00598
00592	Thành phố Hà Nội	Phường Từ Liêm	Mã số: 00592
00622	Thành phố Hà Nội	Phường Xuân Phương	Mã số: 00622
00634	Thành phố Hà Nội	Phường Tây Mỗ	Mã số: 00634
00637	Thành phố Hà Nội	Phường Đại Mỗ	Mã số: 00637
00148	Thành phố Hà Nội	Phường Long Biên	Mã số: 00148
00130	Thành phố Hà Nội	Phường Bồ Đề	Mã số: 00130
00127	Thành phố Hà Nội	Phường Việt Hưng	Mã số: 00127
00136	Thành phố Hà Nội	Phường Phúc Lợi	Mã số: 00136
09556	Thành phố Hà Nội	Phường Hà Đông	Mã số: 09556
09886	Thành phố Hà Nội	Phường Dương Nội	Mã số: 09886
09562	Thành phố Hà Nội	Phường Yên Nghĩa	Mã số: 09562
09568	Thành phố Hà Nội	Phường Phú Lương	Mã số: 09568
09552	Thành phố Hà Nội	Phường Kiến Hưng	Mã số: 09552
00640	Thành phố Hà Nội	Xã Thanh Trì	Mã số: 00640
00664	Thành phố Hà Nội	Xã Đại Thanh	Mã số: 00664
00685	Thành phố Hà Nội	Xã Nam Phù	Mã số: 00685
00679	Thành phố Hà Nội	Xã Ngọc Hồi	Mã số: 00679
00646	Thành phố Hà Nội	Phường Thanh Liệt	Mã số: 00646
10231	Thành phố Hà Nội	Xã Thượng Phúc	Mã số: 10231
10183	Thành phố Hà Nội	Xã Thường Tín	Mã số: 10183
10237	Thành phố Hà Nội	Xã Chương Dương	Mã số: 10237
10210	Thành phố Hà Nội	Xã Hồng Vân	Mã số: 10210
10273	Thành phố Hà Nội	Xã Phú Xuyên	Mã số: 10273
10279	Thành phố Hà Nội	Xã Phượng Dực	Mã số: 10279
10330	Thành phố Hà Nội	Xã Chuyên Mỹ	Mã số: 10330
10333	Thành phố Hà Nội	Xã Đại Xuyên	Mã số: 10333
10114	Thành phố Hà Nội	Xã Thanh Oai	Mã số: 10114
10141	Thành phố Hà Nội	Xã Bình Minh	Mã số: 10141
10144	Thành phố Hà Nội	Xã Tam Hưng	Mã số: 10144
10180	Thành phố Hà Nội	Xã Dân Hòa	Mã số: 10180
10354	Thành phố Hà Nội	Xã Vân Đình	Mã số: 10354
10369	Thành phố Hà Nội	Xã Ứng Thiên	Mã số: 10369
10417	Thành phố Hà Nội	Xã Hòa Xá	Mã số: 10417
10402	Thành phố Hà Nội	Xã Ứng Hòa	Mã số: 10402
10441	Thành phố Hà Nội	Xã Mỹ Đức	Mã số: 10441
10465	Thành phố Hà Nội	Xã Hồng Sơn	Mã số: 10465
10459	Thành phố Hà Nội	Xã Phúc Sơn	Mã số: 10459
10489	Thành phố Hà Nội	Xã Hương Sơn	Mã số: 10489
10015	Thành phố Hà Nội	Phường Chương Mỹ	Mã số: 10015
10030	Thành phố Hà Nội	Xã Phú Nghĩa	Mã số: 10030
10018	Thành phố Hà Nội	Xã Xuân Mai	Mã số: 10018
10081	Thành phố Hà Nội	Xã Trần Phú	Mã số: 10081
10108	Thành phố Hà Nội	Xã Hòa Phú	Mã số: 10108
10084	Thành phố Hà Nội	Xã Quảng Bị	Mã số: 10084
09661	Thành phố Hà Nội	Xã Minh Châu	Mã số: 09661
09619	Thành phố Hà Nội	Xã Quảng Oai	Mã số: 09619
09664	Thành phố Hà Nội	Xã Vật Lại	Mã số: 09664
09634	Thành phố Hà Nội	Xã Cổ Đô	Mã số: 09634
09676	Thành phố Hà Nội	Xã Bất Bạt	Mã số: 09676
09694	Thành phố Hà Nội	Xã Suối Hai	Mã số: 09694
09700	Thành phố Hà Nội	Xã Ba Vì	Mã số: 09700
09706	Thành phố Hà Nội	Xã Yên Bài	Mã số: 09706
09574	Thành phố Hà Nội	Phường Sơn Tây	Mã số: 09574
09604	Thành phố Hà Nội	Phường Tùng Thiện	Mã số: 09604
09616	Thành phố Hà Nội	Xã Đoài Phương	Mã số: 09616
09715	Thành phố Hà Nội	Xã Phúc Thọ	Mã số: 09715
09739	Thành phố Hà Nội	Xã Phúc Lộc	Mã số: 09739
09772	Thành phố Hà Nội	Xã Hát Môn	Mã số: 09772
09955	Thành phố Hà Nội	Xã Thạch Thất	Mã số: 09955
10009	Thành phố Hà Nội	Xã Hạ Bằng	Mã số: 10009
10006	Thành phố Hà Nội	Xã Tây Phương	Mã số: 10006
09988	Thành phố Hà Nội	Xã Hòa Lạc	Mã số: 09988
04936	Thành phố Hà Nội	Xã Yên Xuân	Mã số: 04936
09895	Thành phố Hà Nội	Xã Quốc Oai	Mã số: 09895
09931	Thành phố Hà Nội	Xã Hưng Đạo	Mã số: 09931
09928	Thành phố Hà Nội	Xã Kiều Phú	Mã số: 09928
09922	Thành phố Hà Nội	Xã Phú Cát	Mã số: 09922
09832	Thành phố Hà Nội	Xã Hoài Đức	Mã số: 09832
09838	Thành phố Hà Nội	Xã Dương Hòa	Mã số: 09838
09859	Thành phố Hà Nội	Xã Sơn Đồng	Mã số: 09859
09877	Thành phố Hà Nội	Xã An Khánh	Mã số: 09877
09784	Thành phố Hà Nội	Xã Đan Phượng	Mã số: 09784
09817	Thành phố Hà Nội	Xã Ô Diên	Mã số: 09817
09793	Thành phố Hà Nội	Xã Liên Minh	Mã số: 09793
00565	Thành phố Hà Nội	Xã Gia Lâm	Mã số: 00565
00562	Thành phố Hà Nội	Xã Thuận An	Mã số: 00562
00583	Thành phố Hà Nội	Xã Bát Tràng	Mã số: 00583
00541	Thành phố Hà Nội	Xã Phù Đổng	Mã số: 00541
00484	Thành phố Hà Nội	Xã Thư Lâm	Mã số: 00484
00454	Thành phố Hà Nội	Xã Đông Anh	Mã số: 00454
00466	Thành phố Hà Nội	Xã Phúc Thịnh	Mã số: 00466
00493	Thành phố Hà Nội	Xã Thiên Lộc	Mã số: 00493
00508	Thành phố Hà Nội	Xã Vĩnh Thanh	Mã số: 00508
09022	Thành phố Hà Nội	Xã Mê Linh	Mã số: 09022
08980	Thành phố Hà Nội	Xã Yên Lãng	Mã số: 08980
08995	Thành phố Hà Nội	Xã Tiến Thắng	Mã số: 08995
08974	Thành phố Hà Nội	Xã Quang Minh	Mã số: 08974
00376	Thành phố Hà Nội	Xã Sóc Sơn	Mã số: 00376
00424	Thành phố Hà Nội	Xã Đa Phúc	Mã số: 00424
00433	Thành phố Hà Nội	Xã Nội Bài	Mã số: 00433
00385	Thành phố Hà Nội	Xã Trung Giã	Mã số: 00385
00382	Thành phố Hà Nội	Xã Kim Anh	Mã số: 00382
01273	Tỉnh Cao Bằng	Phường Thục Phán	Mã số: 01273
01279	Tỉnh Cao Bằng	Phường Nùng Trí Cao	Mã số: 01279
01288	Tỉnh Cao Bằng	Phường Tân Giang	Mã số: 01288
01304	Tỉnh Cao Bằng	Xã Quảng Lâm	Mã số: 01304
01297	Tỉnh Cao Bằng	Xã Nam Quang	Mã số: 01297
01294	Tỉnh Cao Bằng	Xã Lý Bôn	Mã số: 01294
01290	Tỉnh Cao Bằng	Xã Bảo Lâm	Mã số: 01290
01318	Tỉnh Cao Bằng	Xã Yên Thổ	Mã số: 01318
01360	Tỉnh Cao Bằng	Xã Sơn Lộ	Mã số: 01360
01351	Tỉnh Cao Bằng	Xã Hưng Đạo	Mã số: 01351
01321	Tỉnh Cao Bằng	Xã Bảo Lạc	Mã số: 01321
01324	Tỉnh Cao Bằng	Xã Cốc Pàng	Mã số: 01324
01327	Tỉnh Cao Bằng	Xã Cô Ba	Mã số: 01327
01336	Tỉnh Cao Bằng	Xã Khánh Xuân	Mã số: 01336
01339	Tỉnh Cao Bằng	Xã Xuân Trường	Mã số: 01339
01354	Tỉnh Cao Bằng	Xã Huy Giáp	Mã số: 01354
01738	Tỉnh Cao Bằng	Xã Ca Thành	Mã số: 01738
01768	Tỉnh Cao Bằng	Xã Phan Thanh	Mã số: 01768
01777	Tỉnh Cao Bằng	Xã Thành Công	Mã số: 01777
01729	Tỉnh Cao Bằng	Xã Tĩnh Túc	Mã số: 01729
01774	Tỉnh Cao Bằng	Xã Tam Kim	Mã số: 01774
01726	Tỉnh Cao Bằng	Xã Nguyên Bình	Mã số: 01726
01747	Tỉnh Cao Bằng	Xã Minh Tâm	Mã số: 01747
01387	Tỉnh Cao Bằng	Xã Thanh Long	Mã số: 01387
01366	Tỉnh Cao Bằng	Xã Cần Yên	Mã số: 01366
01363	Tỉnh Cao Bằng	Xã Thông Nông	Mã số: 01363
01392	Tỉnh Cao Bằng	Xã Trường Hà	Mã số: 01392
01438	Tỉnh Cao Bằng	Xã Hà Quảng	Mã số: 01438
01393	Tỉnh Cao Bằng	Xã Lũng Nặm	Mã số: 01393
01414	Tỉnh Cao Bằng	Xã Tổng Cọt	Mã số: 01414
01660	Tỉnh Cao Bằng	Xã Nam Tuấn	Mã số: 01660
01654	Tỉnh Cao Bằng	Xã Hòa An	Mã số: 01654
01708	Tỉnh Cao Bằng	Xã Bạch Đằng	Mã số: 01708
01699	Tỉnh Cao Bằng	Xã Nguyễn Huệ	Mã số: 01699
01795	Tỉnh Cao Bằng	Xã Minh Khai	Mã số: 01795
01789	Tỉnh Cao Bằng	Xã Canh Tân	Mã số: 01789
01792	Tỉnh Cao Bằng	Xã Kim Đồng	Mã số: 01792
01807	Tỉnh Cao Bằng	Xã Thạch An	Mã số: 01807
01786	Tỉnh Cao Bằng	Xã Đông Khê	Mã số: 01786
01822	Tỉnh Cao Bằng	Xã Đức Long	Mã số: 01822
01648	Tỉnh Cao Bằng	Xã Phục Hòa	Mã số: 01648
01636	Tỉnh Cao Bằng	Xã Bế Văn Đàn	Mã số: 01636
01594	Tỉnh Cao Bằng	Xã Độc Lập	Mã số: 01594
01576	Tỉnh Cao Bằng	Xã Quảng Uyên	Mã số: 01576
01618	Tỉnh Cao Bằng	Xã Hạnh Phúc	Mã số: 01618
01456	Tỉnh Cao Bằng	Xã Quang Hán	Mã số: 01456
01447	Tỉnh Cao Bằng	Xã Trà Lĩnh	Mã số: 01447
01465	Tỉnh Cao Bằng	Xã Quang Trung	Mã số: 01465
01525	Tỉnh Cao Bằng	Xã Đoài Dương	Mã số: 01525
01477	Tỉnh Cao Bằng	Xã Trùng Khánh	Mã số: 01477
01501	Tỉnh Cao Bằng	Xã Đàm Thuỷ	Mã số: 01501
01489	Tỉnh Cao Bằng	Xã Đình Phong	Mã số: 01489
01558	Tỉnh Cao Bằng	Xã Lý Quốc	Mã số: 01558
01561	Tỉnh Cao Bằng	Xã Hạ Lang	Mã số: 01561
01537	Tỉnh Cao Bằng	Xã Vinh Quý	Mã số: 01537
01552	Tỉnh Cao Bằng	Xã Quang Long	Mã số: 01552
02269	Tỉnh Tuyên Quang	Xã Thượng Lâm	Mã số: 02269
02266	Tỉnh Tuyên Quang	Xã Lâm Bình	Mã số: 02266
02302	Tỉnh Tuyên Quang	Xã Minh Quang	Mã số: 02302
02296	Tỉnh Tuyên Quang	Xã Bình An	Mã số: 02296
02245	Tỉnh Tuyên Quang	Xã Côn Lôn	Mã số: 02245
02248	Tỉnh Tuyên Quang	Xã Yên Hoa	Mã số: 02248
02239	Tỉnh Tuyên Quang	Xã Thượng Nông	Mã số: 02239
02260	Tỉnh Tuyên Quang	Xã Hồng Thái	Mã số: 02260
02221	Tỉnh Tuyên Quang	Xã Nà Hang	Mã số: 02221
02308	Tỉnh Tuyên Quang	Xã Tân Mỹ	Mã số: 02308
02317	Tỉnh Tuyên Quang	Xã Yên Lập	Mã số: 02317
02320	Tỉnh Tuyên Quang	Xã Tân An	Mã số: 02320
02287	Tỉnh Tuyên Quang	Xã Chiêm Hoá	Mã số: 02287
02353	Tỉnh Tuyên Quang	Xã Hoà An	Mã số: 02353
02332	Tỉnh Tuyên Quang	Xã Kiên Đài	Mã số: 02332
02359	Tỉnh Tuyên Quang	Xã Tri Phú	Mã số: 02359
02350	Tỉnh Tuyên Quang	Xã Kim Bình	Mã số: 02350
02365	Tỉnh Tuyên Quang	Xã Yên Nguyên	Mã số: 02365
02305	Tỉnh Tuyên Quang	Xã Trung Hà	Mã số: 02305
02398	Tỉnh Tuyên Quang	Xã Yên Phú	Mã số: 02398
02380	Tỉnh Tuyên Quang	Xã Bạch Xa	Mã số: 02380
02392	Tỉnh Tuyên Quang	Xã Phù Lưu	Mã số: 02392
02374	Tỉnh Tuyên Quang	Xã Hàm Yên	Mã số: 02374
02404	Tỉnh Tuyên Quang	Xã Bình Xa	Mã số: 02404
02407	Tỉnh Tuyên Quang	Xã Thái Sơn	Mã số: 02407
02419	Tỉnh Tuyên Quang	Xã Thái Hoà	Mã số: 02419
02425	Tỉnh Tuyên Quang	Xã Hùng Đức	Mã số: 02425
02455	Tỉnh Tuyên Quang	Xã Hùng Lợi	Mã số: 02455
02458	Tỉnh Tuyên Quang	Xã Trung Sơn	Mã số: 02458
02494	Tỉnh Tuyên Quang	Xã Thái Bình	Mã số: 02494
02470	Tỉnh Tuyên Quang	Xã Tân Long	Mã số: 02470
02449	Tỉnh Tuyên Quang	Xã Xuân Vân	Mã số: 02449
02434	Tỉnh Tuyên Quang	Xã Lực Hành	Mã số: 02434
02473	Tỉnh Tuyên Quang	Xã Yên Sơn	Mã số: 02473
02530	Tỉnh Tuyên Quang	Xã Nhữ Khê	Mã số: 02530
02437	Tỉnh Tuyên Quang	Xã Kiến Thiết	Mã số: 02437
02545	Tỉnh Tuyên Quang	Xã Tân Trào	Mã số: 02545
02554	Tỉnh Tuyên Quang	Xã Minh Thanh	Mã số: 02554
02536	Tỉnh Tuyên Quang	Xã Sơn Dương	Mã số: 02536
02548	Tỉnh Tuyên Quang	Xã Bình Ca	Mã số: 02548
02578	Tỉnh Tuyên Quang	Xã Tân Thanh	Mã số: 02578
02620	Tỉnh Tuyên Quang	Xã Sơn Thuỷ	Mã số: 02620
02611	Tỉnh Tuyên Quang	Xã Phú Lương	Mã số: 02611
02623	Tỉnh Tuyên Quang	Xã Trường Sinh	Mã số: 02623
02608	Tỉnh Tuyên Quang	Xã Hồng Sơn	Mã số: 02608
02572	Tỉnh Tuyên Quang	Xã Đông Thọ	Mã số: 02572
02509	Tỉnh Tuyên Quang	Phường Mỹ Lâm	Mã số: 02509
02215	Tỉnh Tuyên Quang	Phường Minh Xuân	Mã số: 02215
02212	Tỉnh Tuyên Quang	Phường Nông Tiến	Mã số: 02212
02512	Tỉnh Tuyên Quang	Phường An Tường	Mã số: 02512
02524	Tỉnh Tuyên Quang	Phường Bình Thuận	Mã số: 02524
00715	Tỉnh Tuyên Quang	Xã Lũng Cú	Mã số: 00715
00721	Tỉnh Tuyên Quang	Xã Đồng Văn	Mã số: 00721
00733	Tỉnh Tuyên Quang	Xã Sà Phìn	Mã số: 00733
00745	Tỉnh Tuyên Quang	Xã Phố Bảng	Mã số: 00745
00763	Tỉnh Tuyên Quang	Xã Lũng Phìn	Mã số: 00763
00787	Tỉnh Tuyên Quang	Xã Sủng Máng	Mã số: 00787
00778	Tỉnh Tuyên Quang	Xã Sơn Vĩ	Mã số: 00778
00769	Tỉnh Tuyên Quang	Xã Mèo Vạc	Mã số: 00769
00802	Tỉnh Tuyên Quang	Xã Khâu Vai	Mã số: 00802
00817	Tỉnh Tuyên Quang	Xã Niêm Sơn	Mã số: 00817
00808	Tỉnh Tuyên Quang	Xã Tát Ngà	Mã số: 00808
00829	Tỉnh Tuyên Quang	Xã Thắng Mố	Mã số: 00829
00832	Tỉnh Tuyên Quang	Xã Bạch Đích	Mã số: 00832
00820	Tỉnh Tuyên Quang	Xã Yên Minh	Mã số: 00820
00847	Tỉnh Tuyên Quang	Xã Mậu Duệ	Mã số: 00847
00859	Tỉnh Tuyên Quang	Xã Ngọc Long	Mã số: 00859
00871	Tỉnh Tuyên Quang	Xã Du Già	Mã số: 00871
00865	Tỉnh Tuyên Quang	Xã Đường Thượng	Mã số: 00865
00901	Tỉnh Tuyên Quang	Xã Lùng Tám	Mã số: 00901
00883	Tỉnh Tuyên Quang	Xã Cán Tỷ	Mã số: 00883
00889	Tỉnh Tuyên Quang	Xã Nghĩa Thuận	Mã số: 00889
00874	Tỉnh Tuyên Quang	Xã Quản Bạ	Mã số: 00874
00892	Tỉnh Tuyên Quang	Xã Tùng Vài	Mã số: 00892
01006	Tỉnh Tuyên Quang	Xã Yên Cường	Mã số: 01006
01012	Tỉnh Tuyên Quang	Xã Đường Hồng	Mã số: 01012
00991	Tỉnh Tuyên Quang	Xã Bắc Mê	Mã số: 00991
00985	Tỉnh Tuyên Quang	Xã Giáp Trung	Mã số: 00985
00982	Tỉnh Tuyên Quang	Xã Minh Sơn	Mã số: 00982
00994	Tỉnh Tuyên Quang	Xã Minh Ngọc	Mã số: 00994
00700	Tỉnh Tuyên Quang	Xã Ngọc Đường	Mã số: 00700
00694	Tỉnh Tuyên Quang	Phường Hà Giang 1	Mã số: 00694
00691	Tỉnh Tuyên Quang	Phường Hà Giang 2	Mã số: 00691
00937	Tỉnh Tuyên Quang	Xã Lao Chải	Mã số: 00937
00928	Tỉnh Tuyên Quang	Xã Thanh Thuỷ	Mã số: 00928
00919	Tỉnh Tuyên Quang	Xã Minh Tân	Mã số: 00919
00922	Tỉnh Tuyên Quang	Xã Thuận Hoà	Mã số: 00922
00925	Tỉnh Tuyên Quang	Xã Tùng Bá	Mã số: 00925
00706	Tỉnh Tuyên Quang	Xã Phú Linh	Mã số: 00706
00970	Tỉnh Tuyên Quang	Xã Linh Hồ	Mã số: 00970
00976	Tỉnh Tuyên Quang	Xã Bạch Ngọc	Mã số: 00976
00913	Tỉnh Tuyên Quang	Xã Vị Xuyên	Mã số: 00913
00967	Tỉnh Tuyên Quang	Xã Việt Lâm	Mã số: 00967
00952	Tỉnh Tuyên Quang	Xã Cao Bồ	Mã số: 00952
00958	Tỉnh Tuyên Quang	Xã Thượng Sơn	Mã số: 00958
01171	Tỉnh Tuyên Quang	Xã Tân Quang	Mã số: 01171
01165	Tỉnh Tuyên Quang	Xã Đồng Tâm	Mã số: 01165
01192	Tỉnh Tuyên Quang	Xã Liên Hiệp	Mã số: 01192
01180	Tỉnh Tuyên Quang	Xã Bằng Hành	Mã số: 01180
01153	Tỉnh Tuyên Quang	Xã Bắc Quang	Mã số: 01153
01201	Tỉnh Tuyên Quang	Xã Hùng An	Mã số: 01201
01156	Tỉnh Tuyên Quang	Xã Vĩnh Tuy	Mã số: 01156
01216	Tỉnh Tuyên Quang	Xã Đồng Yên	Mã số: 01216
01261	Tỉnh Tuyên Quang	Xã Tiên Yên	Mã số: 01261
01255	Tỉnh Tuyên Quang	Xã Xuân Giang	Mã số: 01255
01246	Tỉnh Tuyên Quang	Xã Bằng Lang	Mã số: 01246
01234	Tỉnh Tuyên Quang	Xã Yên Thành	Mã số: 01234
01237	Tỉnh Tuyên Quang	Xã Quang Bình	Mã số: 01237
01243	Tỉnh Tuyên Quang	Xã Tân Trịnh	Mã số: 01243
01225	Tỉnh Tuyên Quang	Xã Tiên Nguyên	Mã số: 01225
01090	Tỉnh Tuyên Quang	Xã Thông Nguyên	Mã số: 01090
01084	Tỉnh Tuyên Quang	Xã Hồ Thầu	Mã số: 01084
01075	Tỉnh Tuyên Quang	Xã Nậm Dịch	Mã số: 01075
01051	Tỉnh Tuyên Quang	Xã Tân Tiến	Mã số: 01051
01021	Tỉnh Tuyên Quang	Xã Hoàng Su Phì	Mã số: 01021
01033	Tỉnh Tuyên Quang	Xã Thàng Tín	Mã số: 01033
01024	Tỉnh Tuyên Quang	Xã Bản Máy	Mã số: 01024
01057	Tỉnh Tuyên Quang	Xã Pờ Ly Ngài	Mã số: 01057
01108	Tỉnh Tuyên Quang	Xã Xín Mần	Mã số: 01108
01096	Tỉnh Tuyên Quang	Xã Pà Vầy Sủ	Mã số: 01096
01141	Tỉnh Tuyên Quang	Xã Nấm Dẩn	Mã số: 01141
01117	Tỉnh Tuyên Quang	Xã Trung Thịnh	Mã số: 01117
01144	Tỉnh Tuyên Quang	Xã Quảng Nguyên	Mã số: 01144
01147	Tỉnh Tuyên Quang	Xã Khuôn Lùng	Mã số: 01147
03325	Tỉnh Điện Biên	Xã Mường Phăng	Mã số: 03325
03127	Tỉnh Điện Biên	Phường Điện Biên Phủ	Mã số: 03127
03334	Tỉnh Điện Biên	Phường Mường Thanh	Mã số: 03334
03151	Tỉnh Điện Biên	Phường Mường Lay	Mã số: 03151
03328	Tỉnh Điện Biên	Xã Thanh Nưa	Mã số: 03328
03352	Tỉnh Điện Biên	Xã Thanh An	Mã số: 03352
03349	Tỉnh Điện Biên	Xã Thanh Yên	Mã số: 03349
03356	Tỉnh Điện Biên	Xã Sam Mứn	Mã số: 03356
03358	Tỉnh Điện Biên	Xã Núa Ngam	Mã số: 03358
03368	Tỉnh Điện Biên	Xã Mường Nhà	Mã số: 03368
03253	Tỉnh Điện Biên	Xã Tuần Giáo	Mã số: 03253
03295	Tỉnh Điện Biên	Xã Quài Tở	Mã số: 03295
03268	Tỉnh Điện Biên	Xã Mường Mùn	Mã số: 03268
03260	Tỉnh Điện Biên	Xã Pú Nhung	Mã số: 03260
03283	Tỉnh Điện Biên	Xã Chiềng Sinh	Mã số: 03283
03217	Tỉnh Điện Biên	Xã Tủa Chùa	Mã số: 03217
03226	Tỉnh Điện Biên	Xã Sín Chải	Mã số: 03226
03241	Tỉnh Điện Biên	Xã Sính Phình	Mã số: 03241
03220	Tỉnh Điện Biên	Xã Tủa Thàng	Mã số: 03220
03244	Tỉnh Điện Biên	Xã Sáng Nhè	Mã số: 03244
03172	Tỉnh Điện Biên	Xã Na Sang	Mã số: 03172
03181	Tỉnh Điện Biên	Xã Mường Tùng	Mã số: 03181
03193	Tỉnh Điện Biên	Xã Pa Ham	Mã số: 03193
03194	Tỉnh Điện Biên	Xã Nậm Nèn	Mã số: 03194
03202	Tỉnh Điện Biên	Xã Mường Pồn	Mã số: 03202
03203	Tỉnh Điện Biên	Xã Na Son	Mã số: 03203
03208	Tỉnh Điện Biên	Xã Xa Dung	Mã số: 03208
03370	Tỉnh Điện Biên	Xã Pu Nhi	Mã số: 03370
03214	Tỉnh Điện Biên	Xã Mường Luân	Mã số: 03214
03385	Tỉnh Điện Biên	Xã Tìa Dình	Mã số: 03385
03382	Tỉnh Điện Biên	Xã Phình Giàng	Mã số: 03382
03166	Tỉnh Điện Biên	Xã Mường Chà	Mã số: 03166
03169	Tỉnh Điện Biên	Xã Nà Hỳ	Mã số: 03169
03176	Tỉnh Điện Biên	Xã Nà Bủng	Mã số: 03176
03175	Tỉnh Điện Biên	Xã Chà Tở	Mã số: 03175
03199	Tỉnh Điện Biên	Xã Si Pa Phìn	Mã số: 03199
03160	Tỉnh Điện Biên	Xã Mường Nhé	Mã số: 03160
03158	Tỉnh Điện Biên	Xã Sín Thầu	Mã số: 03158
03163	Tỉnh Điện Biên	Xã Mường Toong	Mã số: 03163
03162	Tỉnh Điện Biên	Xã Nậm Kè	Mã số: 03162
03164	Tỉnh Điện Biên	Xã Quảng Lâm	Mã số: 03164
03256	Tỉnh Điện Biên	Xã Mường Ảng	Mã số: 03256
03316	Tỉnh Điện Biên	Xã Nà Tấu	Mã số: 03316
03301	Tỉnh Điện Biên	Xã Búng Lao	Mã số: 03301
03313	Tỉnh Điện Biên	Xã Mường Lạn	Mã số: 03313
03637	Tỉnh Lai Châu	Xã Mường Kim	Mã số: 03637
03640	Tỉnh Lai Châu	Xã Khoen On	Mã số: 03640
03595	Tỉnh Lai Châu	Xã Than Uyên	Mã số: 03595
03618	Tỉnh Lai Châu	Xã Mường Than	Mã số: 03618
03616	Tỉnh Lai Châu	Xã Pắc Ta	Mã số: 03616
03613	Tỉnh Lai Châu	Xã Nậm Sỏ	Mã số: 03613
03598	Tỉnh Lai Châu	Xã Tân Uyên	Mã số: 03598
03601	Tỉnh Lai Châu	Xã Mường Khoa	Mã số: 03601
03424	Tỉnh Lai Châu	Xã Bản Bo	Mã số: 03424
03390	Tỉnh Lai Châu	Xã Bình Lư	Mã số: 03390
03405	Tỉnh Lai Châu	Xã Tả Lèng	Mã số: 03405
03430	Tỉnh Lai Châu	Xã Khun Há	Mã số: 03430
03408	Tỉnh Lai Châu	Phường Tân Phong	Mã số: 03408
03388	Tỉnh Lai Châu	Phường Đoàn Kết	Mã số: 03388
03394	Tỉnh Lai Châu	Xã Sin Suối Hồ	Mã số: 03394
03549	Tỉnh Lai Châu	Xã Phong Thổ	Mã số: 03549
03562	Tỉnh Lai Châu	Xã Sì Lở Lầu	Mã số: 03562
03571	Tỉnh Lai Châu	Xã Dào San	Mã số: 03571
03583	Tỉnh Lai Châu	Xã Khổng Lào	Mã số: 03583
03529	Tỉnh Lai Châu	Xã Tủa Sín Chải	Mã số: 03529
03478	Tỉnh Lai Châu	Xã Sìn Hồ	Mã số: 03478
03508	Tỉnh Lai Châu	Xã Hồng Thu	Mã số: 03508
03517	Tỉnh Lai Châu	Xã Nậm Tăm	Mã số: 03517
03532	Tỉnh Lai Châu	Xã Pu Sam Cáp	Mã số: 03532
03544	Tỉnh Lai Châu	Xã Nậm Cuổi	Mã số: 03544
03538	Tỉnh Lai Châu	Xã Nậm Mạ	Mã số: 03538
03487	Tỉnh Lai Châu	Xã Lê Lợi	Mã số: 03487
03434	Tỉnh Lai Châu	Xã Nậm Hàng	Mã số: 03434
03472	Tỉnh Lai Châu	Xã Mường Mô	Mã số: 03472
03460	Tỉnh Lai Châu	Xã Hua Bum	Mã số: 03460
