code	province	name	description
07738	Tỉnh Bắc Ninh	Phường Cảnh Thụy	Mã số: 07738
09187	Tỉnh Bắc Ninh	Phường Kinh Bắc	Mã số: 09187
09190	Tỉnh Bắc Ninh	Phường Võ Cường	Mã số: 09190
09169	Tỉnh Bắc Ninh	Phường Vũ Ninh	Mã số: 09169
09325	Tỉnh Bắc Ninh	Phường Hạp Lĩnh	Mã số: 09325
09286	Tỉnh Bắc Ninh	Phường Nam Sơn	Mã số: 09286
09367	Tỉnh Bắc Ninh	Phường Từ Sơn	Mã số: 09367
09376	Tỉnh Bắc Ninh	Phường Tam Sơn	Mã số: 09376
09382	Tỉnh Bắc Ninh	Phường Đồng Nguyên	Mã số: 09382
09373	Tỉnh Bắc Ninh	Phường Phù Khê	Mã số: 09373
09400	Tỉnh Bắc Ninh	Phường Thuận Thành	Mã số: 09400
09409	Tỉnh Bắc Ninh	Phường Mão Điền	Mã số: 09409
09430	Tỉnh Bắc Ninh	Phường Trạm Lộ	Mã số: 09430
09427	Tỉnh Bắc Ninh	Phường Trí Quả	Mã số: 09427
09433	Tỉnh Bắc Ninh	Phường Song Liễu	Mã số: 09433
09445	Tỉnh Bắc Ninh	Phường Ninh Xá	Mã số: 09445
09247	Tỉnh Bắc Ninh	Phường Quế Võ	Mã số: 09247
09265	Tỉnh Bắc Ninh	Phường Phương Liễu	Mã số: 09265
09253	Tỉnh Bắc Ninh	Phường Nhân Hòa	Mã số: 09253
09301	Tỉnh Bắc Ninh	Phường Đào Viên	Mã số: 09301
09295	Tỉnh Bắc Ninh	Phường Bồng Lai	Mã số: 09295
09313	Tỉnh Bắc Ninh	Xã Chi Lăng	Mã số: 09313
09292	Tỉnh Bắc Ninh	Xã Phù Lãng	Mã số: 09292
09193	Tỉnh Bắc Ninh	Xã Yên Phong	Mã số: 09193
09238	Tỉnh Bắc Ninh	Xã Văn Môn	Mã số: 09238
09202	Tỉnh Bắc Ninh	Xã Tam Giang	Mã số: 09202
09205	Tỉnh Bắc Ninh	Xã Yên Trung	Mã số: 09205
09208	Tỉnh Bắc Ninh	Xã Tam Đa	Mã số: 09208
09319	Tỉnh Bắc Ninh	Xã Tiên Du	Mã số: 09319
09334	Tỉnh Bắc Ninh	Xã Liên Bão	Mã số: 09334
09343	Tỉnh Bắc Ninh	Xã Tân Chi	Mã số: 09343
09340	Tỉnh Bắc Ninh	Xã Đại Đồng	Mã số: 09340
09349	Tỉnh Bắc Ninh	Xã Phật Tích	Mã số: 09349
09454	Tỉnh Bắc Ninh	Xã Gia Bình	Mã số: 09454
09475	Tỉnh Bắc Ninh	Xã Nhân Thắng	Mã số: 09475
09469	Tỉnh Bắc Ninh	Xã Đại Lai	Mã số: 09469
09466	Tỉnh Bắc Ninh	Xã Cao Đức	Mã số: 09466
09487	Tỉnh Bắc Ninh	Xã Đông Cứu	Mã số: 09487
09496	Tỉnh Bắc Ninh	Xã Lương Tài	Mã số: 09496
09529	Tỉnh Bắc Ninh	Xã Lâm Thao	Mã số: 09529
09523	Tỉnh Bắc Ninh	Xã Trung Chính	Mã số: 09523
09499	Tỉnh Bắc Ninh	Xã Trung Kênh	Mã số: 09499
07663	Tỉnh Bắc Ninh	Xã Tuấn Đạo	Mã số: 07663
07900	Tỉnh Phú Thọ	Phường Việt Trì	Mã số: 07900
07894	Tỉnh Phú Thọ	Phường Nông Trang	Mã số: 07894
07909	Tỉnh Phú Thọ	Phường Thanh Miếu	Mã số: 07909
07918	Tỉnh Phú Thọ	Phường Vân Phú	Mã số: 07918
08515	Tỉnh Phú Thọ	Xã Hy Cương	Mã số: 08515
08494	Tỉnh Phú Thọ	Xã Lâm Thao	Mã số: 08494
08497	Tỉnh Phú Thọ	Xã Xuân Lũng	Mã số: 08497
08521	Tỉnh Phú Thọ	Xã Phùng Nguyên	Mã số: 08521
08527	Tỉnh Phú Thọ	Xã Bản Nguyên	Mã số: 08527
07954	Tỉnh Phú Thọ	Phường Phong Châu	Mã số: 07954
07942	Tỉnh Phú Thọ	Phường Phú Thọ	Mã số: 07942
07948	Tỉnh Phú Thọ	Phường Âu Cơ	Mã số: 07948
08230	Tỉnh Phú Thọ	Xã Phù Ninh	Mã số: 08230
08254	Tỉnh Phú Thọ	Xã Dân Chủ	Mã số: 08254
08236	Tỉnh Phú Thọ	Xã Phú Mỹ	Mã số: 08236
08245	Tỉnh Phú Thọ	Xã Trạm Thản	Mã số: 08245
08275	Tỉnh Phú Thọ	Xã Bình Phú	Mã số: 08275
08152	Tỉnh Phú Thọ	Xã Thanh Ba	Mã số: 08152
08161	Tỉnh Phú Thọ	Xã Quảng Yên	Mã số: 08161
08203	Tỉnh Phú Thọ	Xã Hoàng Cương	Mã số: 08203
08209	Tỉnh Phú Thọ	Xã Đông Thành	Mã số: 08209
08215	Tỉnh Phú Thọ	Xã Chí Tiên	Mã số: 08215
08227	Tỉnh Phú Thọ	Xã Liên Minh	Mã số: 08227
07969	Tỉnh Phú Thọ	Xã Đoan Hùng	Mã số: 07969
08023	Tỉnh Phú Thọ	Xã Tây Cốc	Mã số: 08023
08035	Tỉnh Phú Thọ	Xã Chân Mộng	Mã số: 08035
07999	Tỉnh Phú Thọ	Xã Chí Đám	Mã số: 07999
07996	Tỉnh Phú Thọ	Xã Bằng Luân	Mã số: 07996
08053	Tỉnh Phú Thọ	Xã Hạ Hòa	Mã số: 08053
08071	Tỉnh Phú Thọ	Xã Đan Thượng	Mã số: 08071
08113	Tỉnh Phú Thọ	Xã Yên Kỳ	Mã số: 08113
08143	Tỉnh Phú Thọ	Xã Vĩnh Chân	Mã số: 08143
08134	Tỉnh Phú Thọ	Xã Văn Lang	Mã số: 08134
08110	Tỉnh Phú Thọ	Xã Hiền Lương	Mã số: 08110
08341	Tỉnh Phú Thọ	Xã Cẩm Khê	Mã số: 08341
08398	Tỉnh Phú Thọ	Xã Phú Khê	Mã số: 08398
08416	Tỉnh Phú Thọ	Xã Hùng Việt	Mã số: 08416
08431	Tỉnh Phú Thọ	Xã Đồng Lương	Mã số: 08431
08344	Tỉnh Phú Thọ	Xã Tiên Lương	Mã số: 08344
08380	Tỉnh Phú Thọ	Xã Vân Bán	Mã số: 08380
08434	Tỉnh Phú Thọ	Xã Tam Nông	Mã số: 08434
08479	Tỉnh Phú Thọ	Xã Thọ Văn	Mã số: 08479
08461	Tỉnh Phú Thọ	Xã Vạn Xuân	Mã số: 08461
08443	Tỉnh Phú Thọ	Xã Hiền Quan	Mã số: 08443
08674	Tỉnh Phú Thọ	Xã Thanh Thuỷ	Mã số: 08674
08662	Tỉnh Phú Thọ	Xã Đào Xá	Mã số: 08662
08686	Tỉnh Phú Thọ	Xã Tu Vũ	Mã số: 08686
08542	Tỉnh Phú Thọ	Xã Thanh Sơn	Mã số: 08542
08584	Tỉnh Phú Thọ	Xã Võ Miếu	Mã số: 08584
08611	Tỉnh Phú Thọ	Xã Văn Miếu	Mã số: 08611
08614	Tỉnh Phú Thọ	Xã Cự Đồng	Mã số: 08614
08632	Tỉnh Phú Thọ	Xã Hương Cần	Mã số: 08632
08656	Tỉnh Phú Thọ	Xã Yên Sơn	Mã số: 08656
08635	Tỉnh Phú Thọ	Xã Khả Cửu	Mã số: 08635
08566	Tỉnh Phú Thọ	Xã Tân Sơn	Mã số: 08566
08593	Tỉnh Phú Thọ	Xã Minh Đài	Mã số: 08593
08560	Tỉnh Phú Thọ	Xã Lai Đồng	Mã số: 08560
08545	Tỉnh Phú Thọ	Xã Thu Cúc	Mã số: 08545
08590	Tỉnh Phú Thọ	Xã Xuân Đài	Mã số: 08590
08620	Tỉnh Phú Thọ	Xã Long Cốc	Mã số: 08620
08290	Tỉnh Phú Thọ	Xã Yên Lập	Mã số: 08290
08323	Tỉnh Phú Thọ	Xã Thượng Long	Mã số: 08323
08296	Tỉnh Phú Thọ	Xã Sơn Lương	Mã số: 08296
08305	Tỉnh Phú Thọ	Xã Xuân Viên	Mã số: 08305
08338	Tỉnh Phú Thọ	Xã Minh Hòa	Mã số: 08338
08311	Tỉnh Phú Thọ	Xã Trung Sơn	Mã số: 08311
08824	Tỉnh Phú Thọ	Xã Tam Sơn	Mã số: 08824
08848	Tỉnh Phú Thọ	Xã Sông Lô	Mã số: 08848
08782	Tỉnh Phú Thọ	Xã Hải Lựu	Mã số: 08782
08773	Tỉnh Phú Thọ	Xã Yên Lãng	Mã số: 08773
08761	Tỉnh Phú Thọ	Xã Lập Thạch	Mã số: 08761
08842	Tỉnh Phú Thọ	Xã Tiên Lữ	Mã số: 08842
08788	Tỉnh Phú Thọ	Xã Thái Hòa	Mã số: 08788
08812	Tỉnh Phú Thọ	Xã Liên Hòa	Mã số: 08812
08770	Tỉnh Phú Thọ	Xã Hợp Lý	Mã số: 08770
08866	Tỉnh Phú Thọ	Xã Sơn Đông	Mã số: 08866
08911	Tỉnh Phú Thọ	Xã Tam Đảo	Mã số: 08911
08923	Tỉnh Phú Thọ	Xã Đại Đình	Mã số: 08923
08914	Tỉnh Phú Thọ	Xã Đạo Trù	Mã số: 08914
08869	Tỉnh Phú Thọ	Xã Tam Dương	Mã số: 08869
08905	Tỉnh Phú Thọ	Xã Hội Thịnh	Mã số: 08905
08896	Tỉnh Phú Thọ	Xã Hoàng An	Mã số: 08896
08872	Tỉnh Phú Thọ	Xã Tam Dương Bắc	Mã số: 08872
09076	Tỉnh Phú Thọ	Xã Vĩnh Tường	Mã số: 09076
09112	Tỉnh Phú Thọ	Xã Thổ Tang	Mã số: 09112
09100	Tỉnh Phú Thọ	Xã Vĩnh Hưng	Mã số: 09100
09079	Tỉnh Phú Thọ	Xã Vĩnh An	Mã số: 09079
09154	Tỉnh Phú Thọ	Xã Vĩnh Phú	Mã số: 09154
09106	Tỉnh Phú Thọ	Xã Vĩnh Thành	Mã số: 09106
09025	Tỉnh Phú Thọ	Xã Yên Lạc	Mã số: 09025
09040	Tỉnh Phú Thọ	Xã Tề Lỗ	Mã số: 09040
09064	Tỉnh Phú Thọ	Xã Liên Châu	Mã số: 09064
09043	Tỉnh Phú Thọ	Xã Tam Hồng	Mã số: 09043
09052	Tỉnh Phú Thọ	Xã Nguyệt Đức	Mã số: 09052
08935	Tỉnh Phú Thọ	Xã Bình Nguyên	Mã số: 08935
08971	Tỉnh Phú Thọ	Xã Xuân Lãng	Mã số: 08971
08950	Tỉnh Phú Thọ	Xã Bình Xuyên	Mã số: 08950
08944	Tỉnh Phú Thọ	Xã Bình Tuyền	Mã số: 08944
08716	Tỉnh Phú Thọ	Phường Vĩnh Phúc	Mã số: 08716
08707	Tỉnh Phú Thọ	Phường Vĩnh Yên	Mã số: 08707
08740	Tỉnh Phú Thọ	Phường Phúc Yên	Mã số: 08740
08749	Tỉnh Phú Thọ	Phường Xuân Hòa	Mã số: 08749
05089	Tỉnh Phú Thọ	Xã Cao Phong	Mã số: 05089
05116	Tỉnh Phú Thọ	Xã Mường Thàng	Mã số: 05116
05098	Tỉnh Phú Thọ	Xã Thung Nai	Mã số: 05098
04831	Tỉnh Phú Thọ	Xã Đà Bắc	Mã số: 04831
04876	Tỉnh Phú Thọ	Xã Cao Sơn	Mã số: 04876
04846	Tỉnh Phú Thọ	Xã Đức Nhàn	Mã số: 04846
04873	Tỉnh Phú Thọ	Xã Quy Đức	Mã số: 04873
04849	Tỉnh Phú Thọ	Xã Tân Pheo	Mã số: 04849
04891	Tỉnh Phú Thọ	Xã Tiền Phong	Mã số: 04891
04978	Tỉnh Phú Thọ	Xã Kim Bôi	Mã số: 04978
05014	Tỉnh Phú Thọ	Xã Mường Động	Mã số: 05014
05086	Tỉnh Phú Thọ	Xã Dũng Tiến	Mã số: 05086
05068	Tỉnh Phú Thọ	Xã Hợp Kim	Mã số: 05068
04990	Tỉnh Phú Thọ	Xã Nật Sơn	Mã số: 04990
05266	Tỉnh Phú Thọ	Xã Lạc Sơn	Mã số: 05266
05287	Tỉnh Phú Thọ	Xã Mường Vang	Mã số: 05287
05347	Tỉnh Phú Thọ	Xã Đại Đồng	Mã số: 05347
05329	Tỉnh Phú Thọ	Xã Ngọc Sơn	Mã số: 05329
05290	Tỉnh Phú Thọ	Xã Nhân Nghĩa	Mã số: 05290
05323	Tỉnh Phú Thọ	Xã Quyết Thắng	Mã số: 05323
05293	Tỉnh Phú Thọ	Xã Thượng Cốc	Mã số: 05293
05305	Tỉnh Phú Thọ	Xã Yên Phú	Mã số: 05305
05392	Tỉnh Phú Thọ	Xã Lạc Thủy	Mã số: 05392
05425	Tỉnh Phú Thọ	Xã An Bình	Mã số: 05425
05395	Tỉnh Phú Thọ	Xã An Nghĩa	Mã số: 05395
04924	Tỉnh Phú Thọ	Xã Lương Sơn	Mã số: 04924
05047	Tỉnh Phú Thọ	Xã Cao Dương	Mã số: 05047
04960	Tỉnh Phú Thọ	Xã Liên Sơn	Mã số: 04960
05200	Tỉnh Phú Thọ	Xã Mai Châu	Mã số: 05200
05245	Tỉnh Phú Thọ	Xã Bao La	Mã số: 05245
05251	Tỉnh Phú Thọ	Xã Mai Hạ	Mã số: 05251
05212	Tỉnh Phú Thọ	Xã Pà Cò	Mã số: 05212
05206	Tỉnh Phú Thọ	Xã Tân Mai	Mã số: 05206
05128	Tỉnh Phú Thọ	Xã Tân Lạc	Mã số: 05128
05158	Tỉnh Phú Thọ	Xã Mường Bi	Mã số: 05158
05134	Tỉnh Phú Thọ	Xã Mường Hoa	Mã số: 05134
05191	Tỉnh Phú Thọ	Xã Toàn Thắng	Mã số: 05191
05152	Tỉnh Phú Thọ	Xã Vân Sơn	Mã số: 05152
05353	Tỉnh Phú Thọ	Xã Yên Thủy	Mã số: 05353
05362	Tỉnh Phú Thọ	Xã Lạc Lương	Mã số: 05362
05386	Tỉnh Phú Thọ	Xã Yên Trị	Mã số: 05386
04897	Tỉnh Phú Thọ	Xã Thịnh Minh	Mã số: 04897
04795	Tỉnh Phú Thọ	Phường Hòa Bình	Mã số: 04795
04894	Tỉnh Phú Thọ	Phường Kỳ Sơn	Mã số: 04894
04792	Tỉnh Phú Thọ	Phường Tân Hòa	Mã số: 04792
04828	Tỉnh Phú Thọ	Phường Thống Nhất	Mã số: 04828
11560	Tp Hải Phòng	Phường Thuỷ Nguyên	Mã số: 11560
11557	Tp Hải Phòng	Phường Thiên Hương	Mã số: 11557
11533	Tp Hải Phòng	Phường Hoà Bình	Mã số: 11533
11542	Tp Hải Phòng	Phường Nam Triệu	Mã số: 11542
11473	Tp Hải Phòng	Phường Bạch Đằng	Mã số: 11473
11488	Tp Hải Phòng	Phường Lưu Kiếm	Mã số: 11488
11506	Tp Hải Phòng	Phường Lê Ích Mộc	Mã số: 11506
11311	Tp Hải Phòng	Phường Hồng Bàng	Mã số: 11311
11602	Tp Hải Phòng	Phường Hồng An	Mã số: 11602
11341	Tp Hải Phòng	Phường Ngô Quyền	Mã số: 11341
11359	Tp Hải Phòng	Phường Gia Viên	Mã số: 11359
11383	Tp Hải Phòng	Phường Lê Chân	Mã số: 11383
11407	Tp Hải Phòng	Phường An Biên	Mã số: 11407
11413	Tp Hải Phòng	Phường Hải An	Mã số: 11413
11411	Tp Hải Phòng	Phường Đông Hải	Mã số: 11411
11443	Tp Hải Phòng	Phường Kiến An	Mã số: 11443
11446	Tp Hải Phòng	Phường Phù Liễn	Mã số: 11446
11737	Tp Hải Phòng	Phường Nam Đồ Sơn	Mã số: 11737
11455	Tp Hải Phòng	Phường Đồ Sơn	Mã số: 11455
11689	Tp Hải Phòng	Phường Hưng Đạo	Mã số: 11689
11692	Tp Hải Phòng	Phường Dương Kinh	Mã số: 11692
11581	Tp Hải Phòng	Phường An Dương	Mã số: 11581
11617	Tp Hải Phòng	Phường An Hải	Mã số: 11617
11593	Tp Hải Phòng	Phường An Phong	Mã số: 11593
11674	Tp Hải Phòng	Xã An Hưng	Mã số: 11674
11668	Tp Hải Phòng	Xã An Khánh	Mã số: 11668
11647	Tp Hải Phòng	Xã An Quang	Mã số: 11647
11635	Tp Hải Phòng	Xã An Trường	Mã số: 11635
11629	Tp Hải Phòng	Xã An Lão	Mã số: 11629
11680	Tp Hải Phòng	Xã Kiến Thụy	Mã số: 11680
11725	Tp Hải Phòng	Xã Kiến Minh	Mã số: 11725
11749	Tp Hải Phòng	Xã Kiến Hải	Mã số: 11749
11728	Tp Hải Phòng	Xã Kiến Hưng	Mã số: 11728
11713	Tp Hải Phòng	Xã Nghi Dương	Mã số: 11713
11761	Tp Hải Phòng	Xã Quyết Thắng	Mã số: 11761
11755	Tp Hải Phòng	Xã Tiên Lãng	Mã số: 11755
11779	Tp Hải Phòng	Xã Tân Minh	Mã số: 11779
11791	Tp Hải Phòng	Xã Tiên Minh	Mã số: 11791
11806	Tp Hải Phòng	Xã Chấn Hưng	Mã số: 11806
11809	Tp Hải Phòng	Xã Hùng Thắng	Mã số: 11809
11824	Tp Hải Phòng	Xã Vĩnh Bảo	Mã số: 11824
11911	Tp Hải Phòng	Xã Nguyễn Bỉnh Khiêm	Mã số: 11911
11887	Tp Hải Phòng	Xã Vĩnh Am	Mã số: 11887
11875	Tp Hải Phòng	Xã Vĩnh Hải	Mã số: 11875
11848	Tp Hải Phòng	Xã Vĩnh Hòa	Mã số: 11848
11836	Tp Hải Phòng	Xã Vĩnh Thịnh	Mã số: 11836
11842	Tp Hải Phòng	Xã Vĩnh Thuận	Mã số: 11842
11503	Tp Hải Phòng	Xã Việt Khê	Mã số: 11503
11914	Tp Hải Phòng	Đặc khu Cát Hải	Mã số: 11914
11948	Tp Hải Phòng	Đặc khu Bạch Long Vĩ	Mã số: 11948
10525	Tp Hải Phòng	Phường Hải Dương	Mã số: 10525
10532	Tp Hải Phòng	Phường Lê Thanh Nghị	Mã số: 10532
10543	Tp Hải Phòng	Phường Việt Hòa	Mã số: 10543
10510	Tp Hải Phòng	Phường Thành Đông	Mã số: 10510
10672	Tp Hải Phòng	Phường Nam Đồng	Mã số: 10672
10537	Tp Hải Phòng	Phường Tân Hưng	Mã số: 10537
11002	Tp Hải Phòng	Phường Thạch Khôi	Mã số: 11002
10540	Tp Hải Phòng	Phường Tứ Minh	Mã số: 10540
10660	Tp Hải Phòng	Phường Ái Quốc	Mã số: 10660
10549	Tp Hải Phòng	Phường Chu Văn An	Mã số: 10549
10546	Tp Hải Phòng	Phường Chí Linh	Mã số: 10546
10570	Tp Hải Phòng	Phường Trần Hưng Đạo	Mã số: 10570
10552	Tp Hải Phòng	Phường Nguyễn Trãi	Mã số: 10552
10573	Tp Hải Phòng	Phường Trần Nhân Tông	Mã số: 10573
10603	Tp Hải Phòng	Phường Lê Đại Hành	Mã số: 10603
10675	Tp Hải Phòng	Phường Kinh Môn	Mã số: 10675
10744	Tp Hải Phòng	Phường Nguyễn Đại Năng	Mã số: 10744
10729	Tp Hải Phòng	Phường Trần Liễu	Mã số: 10729
10678	Tp Hải Phòng	Phường Bắc An Phụ	Mã số: 10678
10726	Tp Hải Phòng	Phường Phạm Sư Mạnh	Mã số: 10726
10714	Tp Hải Phòng	Phường Nhị Chiểu	Mã số: 10714
10705	Tp Hải Phòng	Xã Nam An Phụ	Mã số: 10705
10606	Tp Hải Phòng	Xã Nam Sách	Mã số: 10606
10642	Tp Hải Phòng	Xã Thái Tân	Mã số: 10642
10615	Tp Hải Phòng	Xã Hợp Tiến	Mã số: 10615
10633	Tp Hải Phòng	Xã Trần Phú	Mã số: 10633
10645	Tp Hải Phòng	Xã An Phú	Mã số: 10645
10813	Tp Hải Phòng	Xã Thanh Hà	Mã số: 10813
10846	Tp Hải Phòng	Xã Hà Tây	Mã số: 10846
10816	Tp Hải Phòng	Xã Hà Bắc	Mã số: 10816
10843	Tp Hải Phòng	Xã Hà Nam	Mã số: 10843
10882	Tp Hải Phòng	Xã Hà Đông	Mã số: 10882
10888	Tp Hải Phòng	Xã Cẩm Giang	Mã số: 10888
10909	Tp Hải Phòng	Xã Tuệ Tĩnh	Mã số: 10909
10930	Tp Hải Phòng	Xã Mao Điền	Mã số: 10930
10903	Tp Hải Phòng	Xã Cẩm Giàng	Mã số: 10903
10945	Tp Hải Phòng	Xã Kẻ Sặt	Mã số: 10945
10966	Tp Hải Phòng	Xã Bình Giang	Mã số: 10966
10972	Tp Hải Phòng	Xã Đường An	Mã số: 10972
10993	Tp Hải Phòng	Xã Thượng Hồng	Mã số: 10993
10999	Tp Hải Phòng	Xã Gia Lộc	Mã số: 10999
11020	Tp Hải Phòng	Xã Yết Kiêu	Mã số: 11020
11050	Tp Hải Phòng	Xã Gia Phúc	Mã số: 11050
11065	Tp Hải Phòng	Xã Trường Tân	Mã số: 11065
11074	Tp Hải Phòng	Xã Tứ Kỳ	Mã số: 11074
11113	Tp Hải Phòng	Xã Tân Kỳ	Mã số: 11113
11086	Tp Hải Phòng	Xã Đại Sơn	Mã số: 11086
11131	Tp Hải Phòng	Xã Chí Minh	Mã số: 11131
11140	Tp Hải Phòng	Xã Lạc Phượng	Mã số: 11140
11146	Tp Hải Phòng	Xã Nguyên Giáp	Mã số: 11146
11203	Tp Hải Phòng	Xã Ninh Giang	Mã số: 11203
11164	Tp Hải Phòng	Xã Vĩnh Lại	Mã số: 11164
11224	Tp Hải Phòng	Xã Khúc Thừa Dụ	Mã số: 11224
11167	Tp Hải Phòng	Xã Tân An	Mã số: 11167
11218	Tp Hải Phòng	Xã Hồng Châu	Mã số: 11218
11239	Tp Hải Phòng	Xã Thanh Miện	Mã số: 11239
11254	Tp Hải Phòng	Xã Bắc Thanh Miện	Mã số: 11254
11257	Tp Hải Phòng	Xã Hải Hưng	Mã số: 11257
11242	Tp Hải Phòng	Xã Nguyễn Lương Bằng	Mã số: 11242
11284	Tp Hải Phòng	Xã Nam Thanh Miện	Mã số: 11284
10750	Tp Hải Phòng	Xã Phú Thái	Mã số: 10750
10756	Tp Hải Phòng	Xã Lai Khê	Mã số: 10756
10777	Tp Hải Phòng	Xã An Thành	Mã số: 10777
10804	Tp Hải Phòng	Xã Kim Thành	Mã số: 10804
11953	Tỉnh Hưng Yên	Phường Phố Hiến	Mã số: 11953
11983	Tỉnh Hưng Yên	Phường Sơn Nam	Mã số: 11983
11980	Tỉnh Hưng Yên	Phường Hồng Châu	Mã số: 11980
12103	Tỉnh Hưng Yên	Phường Mỹ Hào	Mã số: 12103
12133	Tỉnh Hưng Yên	Phường Đường Hào	Mã số: 12133
12127	Tỉnh Hưng Yên	Phường Thượng Hồng	Mã số: 12127
11977	Tỉnh Hưng Yên	Xã Tân Hưng	Mã số: 11977
12337	Tỉnh Hưng Yên	Xã Hoàng Hoa Thám	Mã số: 12337
12364	Tỉnh Hưng Yên	Xã Tiên Lữ	Mã số: 12364
12361	Tỉnh Hưng Yên	Xã Tiên Hoa	Mã số: 12361
12391	Tỉnh Hưng Yên	Xã Quang Hưng	Mã số: 12391
12406	Tỉnh Hưng Yên	Xã Đoàn Đào	Mã số: 12406
12424	Tỉnh Hưng Yên	Xã Tiên Tiến	Mã số: 12424
12427	Tỉnh Hưng Yên	Xã Tống Trân	Mã số: 12427
12280	Tỉnh Hưng Yên	Xã Lương Bằng	Mã số: 12280
12286	Tỉnh Hưng Yên	Xã Nghĩa Dân	Mã số: 12286
12322	Tỉnh Hưng Yên	Xã Hiệp Cường	Mã số: 12322
12313	Tỉnh Hưng Yên	Xã Đức Hợp	Mã số: 12313
12142	Tỉnh Hưng Yên	Xã Ân Thi	Mã số: 12142
12166	Tỉnh Hưng Yên	Xã Xuân Trúc	Mã số: 12166
12148	Tỉnh Hưng Yên	Xã Phạm Ngũ Lão	Mã số: 12148
12184	Tỉnh Hưng Yên	Xã Nguyễn Trãi	Mã số: 12184
12196	Tỉnh Hưng Yên	Xã Hồng Quang	Mã số: 12196
12205	Tỉnh Hưng Yên	Xã Khoái Châu	Mã số: 12205
12220	Tỉnh Hưng Yên	Xã Triệu Việt Vương	Mã số: 12220
12238	Tỉnh Hưng Yên	Xã Việt Tiến	Mã số: 12238
12271	Tỉnh Hưng Yên	Xã Chí Minh	Mã số: 12271
12247	Tỉnh Hưng Yên	Xã Châu Ninh	Mã số: 12247
12052	Tỉnh Hưng Yên	Xã Yên Mỹ	Mã số: 12052
12091	Tỉnh Hưng Yên	Xã Việt Yên	Mã số: 12091
12070	Tỉnh Hưng Yên	Xã Hoàn Long	Mã số: 12070
12064	Tỉnh Hưng Yên	Xã Nguyễn Văn Linh	Mã số: 12064
11986	Tỉnh Hưng Yên	Xã Như Quỳnh	Mã số: 11986
11992	Tỉnh Hưng Yên	Xã Lạc Đạo	Mã số: 11992
11995	Tỉnh Hưng Yên	Xã Đại Đồng	Mã số: 11995
12031	Tỉnh Hưng Yên	Xã Nghĩa Trụ	Mã số: 12031
12025	Tỉnh Hưng Yên	Xã Phụng Công	Mã số: 12025
12019	Tỉnh Hưng Yên	Xã Văn Giang	Mã số: 12019
12049	Tỉnh Hưng Yên	Xã Mễ Sở	Mã số: 12049
13225	Tỉnh Hưng Yên	Phường Thái Bình	Mã số: 13225
12454	Tỉnh Hưng Yên	Phường Trần Lãm	Mã số: 12454
12452	Tỉnh Hưng Yên	Phường Trần Hưng Đạo	Mã số: 12452
12817	Tỉnh Hưng Yên	Phường Trà Lý	Mã số: 12817
12466	Tỉnh Hưng Yên	Phường Vũ Phúc	Mã số: 12466
12826	Tỉnh Hưng Yên	Xã Thái Thụy	Mã số: 12826
12862	Tỉnh Hưng Yên	Xã Đông Thụy Anh	Mã số: 12862
12859	Tỉnh Hưng Yên	Xã Bắc Thụy Anh	Mã số: 12859
12865	Tỉnh Hưng Yên	Xã Thụy Anh	Mã số: 12865
12904	Tỉnh Hưng Yên	Xã Nam Thụy Anh	Mã số: 12904
12841	Tỉnh Hưng Yên	Xã Bắc Thái Ninh	Mã số: 12841
12922	Tỉnh Hưng Yên	Xã Thái Ninh	Mã số: 12922
12943	Tỉnh Hưng Yên	Xã Đông Thái Ninh	Mã số: 12943
12961	Tỉnh Hưng Yên	Xã Nam Thái Ninh	Mã số: 12961
12919	Tỉnh Hưng Yên	Xã Tây Thái Ninh	Mã số: 12919
12850	Tỉnh Hưng Yên	Xã Tây Thụy Anh	Mã số: 12850
12970	Tỉnh Hưng Yên	Xã Tiền Hải	Mã số: 12970
13039	Tỉnh Hưng Yên	Xã Tây Tiền Hải	Mã số: 13039
13021	Tỉnh Hưng Yên	Xã Ái Quốc	Mã số: 13021
13003	Tỉnh Hưng Yên	Xã Đồng Châu	Mã số: 13003
12988	Tỉnh Hưng Yên	Xã Đông Tiền Hải	Mã số: 12988
13057	Tỉnh Hưng Yên	Xã Nam Cường	Mã số: 13057
13066	Tỉnh Hưng Yên	Xã Hưng Phú	Mã số: 13066
13063	Tỉnh Hưng Yên	Xã Nam Tiền Hải	Mã số: 13063
12472	Tỉnh Hưng Yên	Xã Quỳnh Phụ	Mã số: 12472
12511	Tỉnh Hưng Yên	Xã Minh Thọ	Mã số: 12511
12532	Tỉnh Hưng Yên	Xã Nguyễn Du	Mã số: 12532
12577	Tỉnh Hưng Yên	Xã Quỳnh An	Mã số: 12577
12517	Tỉnh Hưng Yên	Xã Ngọc Lâm	Mã số: 12517
12526	Tỉnh Hưng Yên	Xã Đồng Bằng	Mã số: 12526
12499	Tỉnh Hưng Yên	Xã A Sào	Mã số: 12499
12523	Tỉnh Hưng Yên	Xã Phụ Dực	Mã số: 12523
12478	Tỉnh Hưng Yên	Xã Tân Tiến	Mã số: 12478
12586	Tỉnh Hưng Yên	Xã Hưng Hà	Mã số: 12586
12634	Tỉnh Hưng Yên	Xã Tiên La	Mã số: 12634
12676	Tỉnh Hưng Yên	Xã Lê Quý Đôn	Mã số: 12676
12685	Tỉnh Hưng Yên	Xã Hồng Minh	Mã số: 12685
12631	Tỉnh Hưng Yên	Xã Thần Khê	Mã số: 12631
